X,A,B,C,D
18228,16.8,-2.03125,0.8,0
18229,17.1,-2.03125,0.8,0
18230,17.1,-2.03125,0.8,0
18231,17.1,-2.15625,1.3,5
18232,17.4,-2.15625,1.8,5
18233,17.7,-2.15625,2.2,5
18234,18.3,-2.25,3.1,10
18235,18,-2.25,3.9,10
18236,17.7,-2.34375,4.9,10
18237,17.7,-2.25,5.5,5
18238,16.5,-2.34375,5.6,0
18239,15,-2.25,5.5,0
18240,14.4,-2.15625,5.3,0
18241,14.4,-2.03125,5.2,0
18242,14.7,-2.03125,4.3,10
18243,14.7,-1.9375,2.6,15
18244,14.7,-2.15625,0.5,20
18245,0.3,1.46875,244.4,60
18246,0.3,1.34375,247,25
18247,0.3,1.34375,246,10
18248,0.3,1.25,241,50
18249,0.3,1.15625,227.6,135
18250,0.3,1.46875,205.5,220
18251,0.3,1.34375,179.7,260
18252,0.3,1.25,155.6,240
18253,0.3,1.25,131.7,240
18254,0.3,1.15625,104.9,270
18255,0.3,1.25,77.8,270
18256,0.3,1.25,53.5,245
18257,0.3,1.25,27.4,260
18258,11.1,-1.9375,1.4,0
18259,11.4,-1.84375,1.4,0
18260,11.4,-1.84375,1.4,0
18261,11.4,-1.9375,1.4,0
18262,11.4,-1.84375,1.4,0
18263,11.4,-1.84375,1.4,0
18264,10.8,-1.84375,1.4,0
18265,8.4,-1.5625,1.4,0
18266,8.4,-1.46875,1.4,0
18267,8.1,-1.46875,1.4,0
18268,8.1,-1.34375,1.4,0
18269,8.1,-1.0625,1.4,0
18270,8.4,0.28125,1.1,5
18271,7.8,0.78125,1,0
18272,7.5,0.1875,0.7,5
18273,7.5,-0.28125,0.3,5
18274,7.5,-0.09375,0.2,5
18275,7.5,0.28125,0.4,0
18276,7.2,0.09375,0.5,0
18277,7.2,-0.09375,0.5,0
18278,7.2,0,0.6,0
18279,7.2,0.09375,0.7,0
18280,7.5,0.09375,0.8,0
18281,7.5,0,0.8,0
18282,7.5,0,0.8,0
18283,7.5,0.09375,0.8,0
18284,7.5,0,0.9,0
18285,7.5,0,1.3,5
18286,7.5,0,1.7,5
18287,7.5,0,2.3,5
18288,-0.3,0,6.1,40
18289,0.3,0.1875,19.5,135
18290,0.3,0.28125,39.1,195
18291,0.3,0.28125,61.4,225
18292,0.3,0.375,84.4,230
18293,0.3,0.46875,109.2,250
18294,0.3,0.46875,136.4,270
18295,0.3,0.5625,166.2,300
18296,0.3,0.78125,191.2,250
18297,0.3,0.875,201.5,105
18298,0.3,1.0625,207.1,55
18299,0.3,1.0625,215.4,85
18300,0.3,1.0625,224.9,95
18301,0.3,1.0625,234.5,95
18302,0.3,1.0625,241.1,65
18303,0.3,1.0625,244.6,35
18304,0.3,1.0625,245.6,10
18305,0.3,1.0625,245.6,0
18306,0.3,1.0625,245.4,0
18307,0.3,1.0625,244.5,10
18308,0.3,1.0625,242.3,20
18309,0.3,0.96875,239.1,30
18310,0.3,1.15625,234.8,45
18311,0.3,1.34375,228.5,65
18312,0.3,1.5625,219.4,90
18313,0.3,1.9375,205.8,135
18314,0.3,1.84375,187.3,185
18315,0.3,1.84375,164.2,230
18316,0.3,1.75,141,230
18317,0.3,1.5625,120.7,205
18318,0.3,1.65625,100.9,200
18319,0.3,1.75,79.3,215
18320,0.3,1.5625,50.6,285
18321,0.3,0.46875,13.3,40
18322,0.3,0.65625,8.1,50
18323,0.3,-0.28125,26,45
18324,0.3,-0.375,28.4,25
18325,0.3,-0.28125,29.5,10
18326,0.3,-0.1875,29.3,0
18327,0.3,-0.1875,29,5
18328,0.3,0,27.5,15
18329,18,-3.21875,52.7,40
18330,15.3,-2.71875,53.8,10
18331,0.9,-1.34375,59,50
18332,0.3,-0.1875,67.3,85
18333,0.3,0,78.2,110
18334,0.3,0,90,120
18335,0.3,0,98.2,80
18336,0.3,0.28125,103,50
18337,0.3,0.5625,107.9,50
18338,0.3,0.875,115.5,75
18339,0.3,1.34375,126.3,110
18340,0.3,1.34375,139,125
18341,0.3,1.46875,151.1,120
18342,0.3,1.84375,160,90
18343,0.3,2.25,167,70
18344,0.3,2.25,173.4,65
18345,0.3,2.03125,179.1,55
18346,0.3,1.9375,181.4,25
18347,0.3,2.15625,180.7,5
18348,0.3,2.25,178.5,20
18349,0.3,2.25,172.8,55
18350,0.3,2.25,159.8,130
18351,0.3,2.4375,137.7,220
18352,0.3,2.34375,111.7,260
18353,0.3,2.15625,85.5,260
18354,0.3,2.03125,55.5,300
18355,0.3,2.25,21.4,340
18356,0.3,2.25,12.6,340
18357,0.3,-0.28125,122.8,100
18358,0.3,-0.1875,131.8,90
18359,0.3,-0.1875,139.4,75
18360,0.3,0,145.2,60
18361,0.3,0,147.8,25
18362,0.3,0.09375,146.7,10
18363,0.3,0.1875,142.1,45
18364,0.3,0.46875,135.5,65
18365,0.3,0.875,126.3,90
18366,0.3,1.34375,113,135
18367,0.3,1.5625,96.4,165
18368,0.3,1.9375,77.8,185
18369,0.3,2.53125,59.7,180
18370,0.3,2.625,42,175
18371,0.3,2.84375,22.2,200
18372,0.3,2.84375,0.7,215
18373,0.3,0.65625,7.5,0
18374,0.3,0.5625,7.8,5
18375,0.3,0.5625,7.5,0
18376,0.3,-0.09375,10.5,0
18377,0.3,-0.1875,10.3,0
18378,0.3,-0.46875,9.5,10
18379,0.3,-0.1875,12.5,10
18380,0.3,-0.1875,13.1,5
18381,0.3,-0.09375,13,0
18382,0.3,0,12.9,0
18383,0.3,2.15625,4.4,85
18384,0.3,2.03125,5,95
18385,0.3,2.03125,15.7,105
18386,0.3,1.84375,26.9,110
18387,0.3,1.9375,37.3,105
18388,0.3,1.34375,74.3,20
18389,0.3,1.25,70.6,35
18390,0.3,1.46875,63.7,70
18391,0.3,1.5625,53.9,100
18392,0.3,1.5625,42.1,120
18393,0.3,1.65625,28.2,140
18394,0.3,1.65625,15.5,125
18395,0.3,1.65625,5.5,100
18396,0.3,1.65625,0.5,60
18397,0.3,1.65625,4.3,40
18398,0.3,0.78125,19.3,25
18399,0.3,0.5625,19.1,0
18400,0.3,0.5625,18.8,5
18401,0.3,0.65625,17.9,10
18402,0.3,0.78125,14.8,30
18403,0.3,0.1875,21.9,75
18404,0.3,0.375,27.2,55
18405,0.3,0.375,28,0
18406,0.3,0.375,26.9,10
18407,0.3,0.1875,26.3,5
18408,0.3,0.46875,25.7,5
18409,0.3,0.09375,32.5,20
18410,0.3,0.09375,30.5,20
18411,0.3,0.28125,29.9,5
18412,0.3,0.375,29.8,0
18413,0.3,0.65625,2.8,0
18414,0.3,0.65625,2.5,5
18415,0.3,0.5625,2.5,0
18416,0.3,0.65625,2.4,0
18417,0.3,0.5625,2.4,0
18418,0.3,0.46875,2.4,0
18419,0.3,0.5625,2.4,0
18420,0.3,0.5625,2.5,0
18421,0.3,0.5625,2.2,0
18422,0.3,0.28125,1.9,5
18423,0.3,0.375,1,10
18424,0.3,0.28125,0.9,0
18425,0.3,0.375,1,0
18426,0.3,0.28125,0.9,0
18427,0.3,0.1875,1,0
18428,0.3,0.375,0,10
18429,0.3,0.5625,1.8,20
18430,0.3,0.46875,1.9,0
18431,0.3,0.46875,1.8,0
18432,0.3,0,181.2,105
18433,0.3,0.1875,188.6,75
18434,0.3,0.46875,191.7,30
18435,0.3,0.875,191.6,0
18436,0.3,1.25,189.4,20
18437,0.3,1.46875,183.3,60
18438,0.3,1.75,171.3,120
18439,0.3,2.15625,152.2,190
18440,0.3,2.625,126.7,255
18441,0.3,2.84375,99,275
18442,0.3,2.9375,69,300
18443,0.3,2.9375,36.4,325
18444,0.3,2.84375,2.8,335
18445,0.3,-0.375,128,160
18446,0.3,-0.28125,142.8,150
18447,0.3,-0.1875,156.3,135
18448,0.3,-0.1875,167.6,115
18449,0.3,-0.09375,173.8,60
18450,0.3,0,174.5,5
18451,0.3,0.09375,174.1,5
18452,0.3,0,172.5,15
18453,0.3,0.1875,168.5,40
18454,0.3,0.375,162.1,65
18455,0.3,0.65625,153,90
18456,0.3,1.0625,140.4,125
18457,0.3,1.34375,125.2,150
18458,0.3,1.5625,104.5,205
18459,0.3,1.84375,83.4,210
18460,0.3,1.9375,63.1,205
18461,0.3,2.03125,43,200
18462,0.3,2.03125,25.4,175
18463,0.3,0.65625,12.6,0
18464,0.3,0.78125,12.5,0
18465,0.3,-0.375,7.3,5
18466,0.3,-0.375,6.4,10
18467,0.3,-0.46875,5.9,5
18468,0.3,0.09375,15.4,5
18469,0.3,0.09375,13.8,15
18470,0.3,0.09375,11.2,25
18471,0.3,0,8.5,25
18472,0.3,1.75,14.8,105
18473,0.3,1.84375,4.3,105
18474,0.3,1.84375,8.1,125
18475,0.3,1.75,22,140
18476,0.3,1.65625,34.9,130
18477,0.3,0.09375,40.2,120
18478,0.3,0,27.5,125
18479,0.3,0,15.6,120
18480,0.3,0,2.4,130
18481,0.3,0.09375,13.5,160
18482,0.3,0.28125,30.9,175
18483,0.3,0.875,27.8,0
18484,0.3,0.78125,27.7,0
18485,0.3,0,25.8,85
18486,0.3,0.09375,32.6,70
18487,0.3,0.28125,36,35
18488,0.3,0.46875,36.3,0
18489,0.3,0.46875,35.7,5
18490,0.3,1.34375,118.4,115
18491,0.3,2.15625,100.1,185
18492,0.3,2.71875,81.1,190
18493,0.3,2.84375,62.5,185
18494,0,2.71875,44.8,175
18495,0,2.84375,28.5,165
18496,0.3,2.625,14.4,140
18497,0.3,2.625,2.5,120
18498,0.3,2.53125,8.1,105
18499,0,2.4375,19.1,110
18500,0.3,0,68.2,85
18501,0.3,0,59.1,85
18502,0.3,0,49.8,95
18503,0.3,-0.09375,36.8,130
18504,0.3,0.65625,21.9,150
18505,0.3,1.0625,6.3,155
18506,0.3,1.84375,11.1,175
18507,0.3,1.84375,27.3,180
18508,0.3,0.375,13,0
18509,0.3,0.1875,13,0
18510,0,0.28125,14.3,0
18511,0.3,0.1875,13.6,5
18512,0.3,0.375,13.2,0
18513,0.3,0.28125,13.2,0
18514,0.3,0.28125,13.2,0
18515,0.3,0.28125,13.2,0
18516,0.3,0.1875,1.5,0
18517,0.3,0.1875,1.6,0
18518,0,0.1875,1.9,5
18519,0.3,0.28125,2,0
18520,0.3,0.1875,2.3,5
18521,0.3,0.1875,2.4,0
18522,0.3,0.09375,2.4,0
18523,0.3,0.1875,2.3,0
18524,0.3,0.1875,2.3,0
18525,0.3,0.1875,2.4,0
18526,0,0.1875,2.4,0
18527,0.3,0.1875,2.2,0
18528,0.3,0.09375,2,0
18529,0.3,0.1875,1.8,0
18530,0.3,0.1875,1.6,0
18531,0.3,0.28125,1.6,0
18532,0.3,0,1.3,0
18533,0.3,0.1875,1.2,0
18534,0.3,0,1.1,0
18535,0.3,-0.09375,1,0
18536,0.3,0,1,0
18537,0.3,-0.09375,1,0
18538,0.3,-0.09375,1,0
18539,0.3,0,0.8,0
18540,0.3,0,0.5,5
18541,0.3,-0.09375,0.2,5
18542,0.3,0,0.1,0
18543,0.3,-0.09375,0.2,5
18544,0,-0.1875,0.3,0
18545,0,-0.09375,0.4,0
18546,0.3,-0.1875,0.4,0
18547,0.3,-0.1875,0.4,0
18548,0.3,-0.1875,0.4,0
18549,0,-0.09375,0.3,0
18550,0,-0.09375,0.1,0
18551,0.3,-0.09375,0.2,5
18552,0.3,0,0.2,0
18553,0.3,0,0.1,0
18554,0.3,0,0.2,0
18555,0.3,0,0.3,0
18556,0.3,0,0.5,0
18557,0,0,0.7,0
18558,0.3,0,0.7,0
18559,0.3,-0.09375,0.6,0
18560,0.3,-0.1875,0.7,0
18561,0.3,0,0.7,0
18562,2.4,-0.1875,0.8,0
18563,3.9,-0.375,1,0
18564,3.6,-0.46875,1,0
18565,12.3,-1.46875,2.9,0
18566,12.6,-1.65625,2.6,0
18567,12.3,-1.65625,2.1,5
18568,12.3,-1.65625,1.4,5
18569,12.6,-1.5625,0.7,5
18570,14.7,-1.75,0.3,10
18571,15.6,-2.03125,0.2,0
18572,17.4,-2.15625,0.2,0
18573,0.3,1.25,22.7,50
18574,0.3,1.0625,26.9,40
18575,0.3,1.46875,19.6,75
18576,0,1.34375,26.8,70
18577,0.3,1.34375,32.2,55
18578,0.3,1.25,36.3,45
18579,0,1.34375,15.7,10
18580,0,1.25,15.7,0
18581,0,1.15625,15.1,5
18582,0,0.65625,21.3,5
18583,0,0.78125,19.5,20
18584,0,0.46875,18.4,0
18585,0,0.375,19,5
18586,0,0.46875,18.8,0
18587,0,0.5625,17.9,10
18588,0,0.5625,16.2,15
18589,0,-0.46875,90.7,45
18590,0.3,-0.5625,95.8,50
18591,0,-0.46875,100.1,45
18592,0,-0.375,102.9,30
18593,0,-0.375,105.3,25
18594,0,-0.46875,108.2,30
18595,0.3,-0.5625,2,0
18596,0.3,-0.5625,1.7,0
18597,0,-0.46875,0.2,15
18598,0,-0.46875,2.4,25
18599,0.3,-0.375,2.9,0
18600,0,-0.46875,0.9,20
18601,0.3,-0.5625,0.4,0
18602,0,-0.5625,1.2,10
18603,0,-0.46875,1,0
18604,0,-0.375,0.8,0
18605,0.3,-0.09375,0.6,0
18606,0,-0.09375,0.1,5
18607,0,0,0.8,5
18608,0,0.09375,1.2,0
18609,0,0.28125,0.6,5
18610,0.3,1.46875,11.9,70
18611,0,1.46875,20.9,90
18612,0,1.5625,30.6,95
18613,0,1.5625,38.6,80
18614,0,1.34375,66.4,25
18615,0,1.46875,62.6,40
18616,0,1.65625,56.3,65
18617,0,1.65625,48.1,80
18618,0.3,1.65625,38.7,95
18619,0,1.5625,28.4,105
18620,0,1.5625,16.1,125
18621,0,1.5625,3.5,125
18622,0,1.5625,10.6,140
18623,0.3,0.46875,12.1,5
18624,0.3,0.5625,12.9,10
18625,0,0.46875,14,10
18626,0,0.46875,14.4,5
18627,0,0.46875,13.8,5
18628,0,0.28125,14,5
18629,0.3,1.0625,17.6,0
18630,0.3,0.96875,18.2,5
18631,0.3,0.96875,18.3,0
18632,0,0.96875,17.9,5
18633,0,0.65625,2.7,5
18634,0.3,0.875,1.6,15
18635,0.3,0.78125,0.4,10
18636,0,0.875,0.3,0
18637,0,0.78125,0.7,5
18638,0,0.875,0.8,0
18639,0.3,0.78125,0.3,5
18640,0,0.65625,10.8,105
18641,0.3,0.78125,0.9,105
18642,0,0.78125,11.7,110
18643,0,0.65625,22.8,110
18644,0.3,0.875,33.1,115
18645,0,1.34375,25.2,35
18646,0.3,1.34375,28.2,30
18647,0.3,1.25,30.8,25
18648,0.3,1.34375,32.4,15
18649,0,-0.09375,5.8,20
18650,0,-0.1875,6.2,5
18651,0,-0.375,6.3,0
18652,0,-0.46875,6.3,0
18653,0,0,13.2,5
18654,0,0,13.3,0
18655,0.3,-0.375,22.9,10
18656,0,-0.375,23.1,0
18657,0.3,-0.375,23.9,10
18658,0,-0.375,24.5,5
18659,0,0,18.2,100
18660,0,0.375,9.8,85
18661,0,0.46875,1.6,80
18662,0,0.46875,8.9,105
18663,1.8,-1.75,53.2,250
18664,0.3,-0.375,27.5,255
18665,0,-0.28125,3.4,240
18666,0,-0.46875,18.2,215
18667,0,-0.28125,35.3,170
18668,0,-0.375,50.1,150
18669,0.3,-0.1875,66.1,160
18670,0.3,0.375,10.7,10
18671,0,0.1875,11.3,5
18672,0,0.09375,11,0
18673,0.3,0.375,8.6,5
18674,0,0.28125,8.7,0
18675,0,0.09375,8.7,0
18676,0,0.875,5.8,5
18677,0,0.875,4.9,10
18678,0,0.78125,4,10
18679,0,0.78125,3.1,10
18680,0,0.96875,2.9,0
18681,0,0.875,2.6,5
18682,0,0.875,1.9,5
18683,0,0.78125,1.5,5
18684,0,0.875,1.2,5
18685,0,0.875,0.6,5
18686,0,0.875,0.2,10
18687,0,0.5625,5.8,15
18688,0.3,0.46875,5.1,5
18689,0,0.1875,4.1,10
18690,0,0,2.8,15
18691,0,-0.28125,2.3,5
18692,0,-0.09375,1.7,5
18693,0.3,-0.09375,0.9,10
18694,0,-0.1875,0.6,5
18695,0,-0.1875,0.5,0
18696,0,-0.1875,0.4,0
18697,0,-0.28125,0.3,5
18698,0,-0.375,1.7,15
18699,0,-0.46875,2.6,10
18700,0,-0.375,2.3,0
18701,0,-0.375,1.7,5
18702,0.3,-0.375,1,5
18703,0,-0.375,0.7,5
18704,0.3,-0.46875,1.2,5
18705,0,-0.375,2.4,10
18706,0,-0.375,2.5,0
18707,0,-0.46875,2.2,5
18708,0,-0.375,1.8,5
18709,0,-0.375,2.1,0
18710,0,-0.375,2.3,0
18711,0,-0.28125,2.1,0
18712,0,-0.28125,1.9,0
18713,0,-0.46875,1.7,0
18714,0,-0.375,1.9,0
18715,0,-0.28125,2.2,5
18716,0,-0.375,2.2,0
18717,0,-0.375,1.6,5
18718,0,-0.1875,1.6,0
18719,0,-0.1875,1.4,0
18720,0,-0.09375,1.8,5
18721,0,0,1.7,0
18722,0,0.1875,1.8,0
18723,0,0.28125,1.9,0
18724,0,0.46875,1.9,0
18725,0,0.46875,1.9,0
18726,0,0.65625,2,0
18727,0,0.5625,2.1,0
18728,0.3,0.5625,2,0
18729,0,0.5625,1.7,5
18730,0,0.5625,1.1,5
18731,0,0.5625,0,10
18732,0,0.5625,0.6,5
18733,0,0.65625,0,5
18734,0,0.5625,0.3,5
18735,0,0.46875,0.2,5
18736,0,0.5625,0.9,5
18737,0.3,0.65625,1.8,10
18738,0,0.65625,2.1,5
18739,0,0.375,2,0
18740,0,0,2,0
18741,0.3,0,2.3,5
18742,0,-0.09375,3.4,10
18743,0,-0.09375,4.5,10
18744,0.3,-0.1875,4.1,5
18745,0,-0.1875,2.3,20
18746,0.3,-0.28125,0.9,15
18747,0,-0.375,0.6,0
18748,3,-0.28125,1.1,5
18749,2.7,-0.375,1.2,0
18750,2.1,-0.375,1.1,0
18751,1.8,-0.5625,1.1,0
18752,2.4,-0.5625,1,0
18753,3.6,-0.46875,1.1,0
18754,4.8,-0.65625,1.1,0
18755,4.8,-0.78125,1.2,0
18756,4.8,-0.65625,1,0
18757,4.8,-0.78125,0.8,0
18758,4.8,-0.78125,0.3,5
18759,5.1,-0.65625,0.4,0
18760,5.1,-0.875,0.9,5
18761,5.4,-0.875,1.1,0
18762,6,-0.78125,0.3,5
18763,6.6,-0.96875,2,25
18764,7.5,-1.0625,3.8,20
18765,8.7,-1.15625,4.1,0
18766,9,-1.25,4,0
18767,9,-1.25,4,0
18768,9,-1.25,3.6,5
18769,9,-1.34375,3.2,5
18770,9,-1.25,3.2,0
18771,9,-1.34375,3.2,0
18772,9,-1.34375,3.2,0
18773,7.5,-1.25,3.2,0
18774,7.5,-1.15625,3,0
18775,7.5,-1.34375,2.6,5
18776,7.5,-1.34375,2.3,5
18777,7.8,-1.34375,2.1,0
18778,7.5,-1.25,2.1,0
18779,7.8,-1.34375,2.1,0
18780,7.5,-1.25,2.4,0
18781,7.5,-1.25,3.4,10
18782,7.5,-1.34375,4.6,10
18783,7.5,-1.25,4.9,5
18784,7.8,-1.34375,4.8,0
18785,7.8,-1.25,4.8,0
18786,8.1,-1.34375,4.9,0
18787,0,1.0625,30,30
18788,0,0.96875,31.4,15
18789,0,1.0625,32.9,15
18790,0,1.25,34,10
18791,0.3,-0.375,12.2,25
18792,0.3,-0.375,14.6,25
18793,0,-0.09375,16.9,25
18794,0.3,-0.09375,19.1,20
18795,0,-0.1875,1.9,30
18796,0,-0.1875,0.7,10
18797,0,-0.1875,0.7,15
18798,0,-0.1875,2.5,20
18799,0,-0.1875,4.9,25
18800,0,-0.09375,11,5
18801,0,-0.1875,11,0
18802,0,-0.1875,11,0
18803,0,0.5625,14.5,5
18804,0,0.5625,15.3,10
18805,0,0.78125,16.7,15
18806,0,0.5625,17.9,10
18807,0,-0.5625,0.4,0
18808,0,-0.46875,1.5,20
18809,0,-0.375,4.8,35
18810,0,-0.28125,7.5,25
18811,0,-0.375,6.8,10
18812,0,-0.375,0.4,65
18813,0,-0.28125,7.3,75
18814,0,-0.09375,7.4,10
18815,0,0,2,50
18816,0,0.1875,1.3,0
18817,0,0.09375,2,5
18818,0,0.28125,2.2,0
18819,0,0.65625,2.8,5
18820,0,0.96875,2.8,0
18821,0,0.78125,2.7,0
18822,0,0.875,2.8,0
18823,0,1.25,3.1,5
18824,0,1.25,3.2,0
18825,0,1.25,3.3,0
18826,0,1.34375,3.3,0
18827,0,-0.09375,2.5,0
18828,0,-0.09375,2.8,5
18829,0,-0.09375,1.9,10
18830,0,-0.09375,0.1,20
18831,0,0,0.6,5
18832,0,0,0.1,5
18833,0,0,0.4,5
18834,0,0,0.4,0
18835,0,0,0.4,0
18836,0,-0.09375,0.5,0
18837,0,0.65625,37.4,0
18838,0,0.5625,36.2,10
18839,0,0.65625,36.2,0
18840,0.3,0.875,37.1,10
18841,0.3,-0.78125,40.8,0
18842,0.3,-0.65625,40,10
18843,0,-0.5625,42.6,25
18844,0,-0.46875,47.7,50
18845,0,-0.28125,51.5,40
18846,0,0.09375,9.3,15
18847,0.3,0.1875,11.8,25
18848,0,-0.375,9.4,10
18849,0,-0.1875,10.2,10
18850,0,0.5625,18.7,10
18851,0,0.5625,19.4,5
18852,0,0.28125,17.6,55
18853,0,0.46875,21.5,40
18854,0.3,0.28125,23.3,20
18855,0,0.46875,24.3,10
18856,0.3,0.46875,12.9,25
18857,0,0.46875,15.3,25
18858,0,0.375,16.9,15
18859,0,0.46875,18.7,20
18860,7.5,-1.15625,127.3,10
18861,8.7,-1.34375,117.6,95
18862,9,-1.25,101.3,165
18863,9,-1.34375,87.4,140
18864,8.7,-1.34375,77.9,95
18865,0,0,4.3,0
18866,0,0,5,5
18867,0,0,5.5,5
18868,0,0,5.3,0
18869,0,0,5.6,5
18870,0,0,5.4,0
18871,0,0,5.2,0
18872,0,0,4.8,5
18873,0.3,0,3.7,10
18874,0,0,2.4,10
18875,0,0,1.7,5
18876,0,0,1.5,0
18877,0,0,1.6,0
18878,0,0,1.5,0
18879,0,0,1.5,0
18880,0.3,0,1.5,0
18881,0,0,1.6,0
18882,0,0,1.6,0
18883,0,0,1.5,0
18884,0,0,1.6,0
18885,0,0,1.6,0
18886,0,0,1.6,0
18887,0,0,1.5,0
18888,0,0,0.1,15
18889,0.3,0,5.4,55
18890,0,0,11.7,65
18891,0,0,13.9,0
18892,0,0,11.4,25
18893,0,0,9.7,15
18894,0,0,9.4,5
18895,0,0,8.7,5
18896,0,0,8.8,0
18897,0,0,9.4,5
18898,0,0,11.6,20
18899,0,0,12.8,10
18900,0,0,12.6,0
18901,0,0,9,35
18902,0,0,3,110
18903,0,0,6.4,0
18904,0,0,4.7,15
18905,0,0,4.5,5
18906,0,0,4.5,0
18907,0,0,4.5,0
18908,0,0,4.5,0
18909,0,0,4.5,0
18910,0,0,4.5,0
18911,0,0,4.5,0
18912,0,0,4.5,0
18913,0,0,4.5,0
18914,0,0,4.5,0
18915,0,0,4.6,0
18916,0,0,4.6,0
18917,0,0,4.6,0
18918,0,0,4.6,0
18919,0,0,4.6,0
18920,0,0,4.6,0
18921,0,0,4.6,0
18922,0,0,4.6,0
18923,0,0,4.6,0
18924,0,0,4.6,0
18925,0,0,4.6,0
18926,0,0,4.6,0
18927,0,0,4.6,0
18928,0,0,4.6,0
18929,0,0,4.6,0
18930,0,0,4.6,0
18931,0,0,4.6,0
18932,0,0,1.5,0
18933,0,0,1.5,0
18934,0,0,1.4,0
18935,0,0,1.3,15
18936,0,0,5.5,0
18937,0,0,5.2,5
18938,0,0,5.1,0
18939,0,0,5.1,0
18940,0,0,5.1,0
18941,0,0,5.1,0
18942,0,0,5.1,0
18943,0,0,5.1,0
18944,0,0,5.1,0
18945,0,0,5.1,0
18946,0,0,5.1,0
18947,0,0,5,0
18948,0,0,5.1,0
18949,0,0,5.1,0
18950,0,0,5.1,0
18951,0,0,5.1,0
18952,0,0,5.1,0
18953,0,0,5.1,0
18954,0,0,5.1,0
18955,0,0,5.1,0
18956,0,0,5.1,0
18957,0,0,5.1,0
18958,0,0,5.1,0
18959,0,0,5.1,0
18960,0,0,5.1,0
18961,0,0,5.1,0
18962,0,0,5.1,0
18963,0,0,5.1,0
18964,0,0.09375,5.1,0
18965,0,0,5.1,0
18966,0.3,0,5.1,0
18967,0,0,5.1,0
18968,0,0,5.1,0
18969,0,0,5.1,0
18970,0,0,5.1,0
18971,0,0,5.1,0
18972,0,0,5.1,0
18973,0,0,5.1,0
18974,0,0,5.1,0
18975,0,0,5.1,0
18976,0,0,5.1,0
18977,0,0,5.1,0
18978,0,0,5.1,0
18979,0,0,5.1,0
18980,0,0,5.1,0
18981,0,0,5.1,0
18982,0,0,5.1,0
18983,0,0,5.1,0
18984,0,0,5.1,0
18985,0,0,5.1,0
18986,0,0,5.1,0
18987,0,0,5.1,0
18988,0,0,5.1,0
18989,0,0,5.1,0
18990,0,0,5.1,0
18991,0,0,5.1,0
18992,0,0,5.1,0
18993,0,0,5.1,0
18994,0,0,5.1,0
18995,0,0,5.1,0
18996,0,0,5.1,0
18997,0,0,5.1,0
18998,0,0,5.1,0
18999,0,0,5.1,0
19000,0,0,5.1,0
19001,0,0,5.1,0
19002,0,0,5.1,0
19003,0,0,5.1,0
19004,0,0,5.1,0
19005,0,0,5.1,0
19006,0,0.09375,5.1,0
19007,0,0,5.1,0
19008,0,0,5.1,0
19009,0,0,5.1,0
19010,0,0,5.1,0
19011,0,0,5.1,0
19012,0,0,5.1,0
19013,0,0,5.1,0
19014,0,0,5.1,0
19015,0,0,5.1,0
19016,0,0,5.1,0
19017,0,0,5.1,0
19018,0,0,5.1,0
19019,0,0,5.1,0
19020,0,0,5.1,0
19021,0,0,5.1,0
19022,0,0,5.1,0
19023,0,0,5.1,0
19024,0,0,5.1,0
19025,0,0,5.1,0
19026,0,0,5.1,0
19027,1.2,0,5.1,0
19028,3.3,0,5.1,0
19029,12.6,0,5.1,0
19030,22.2,0,5.1,0
19031,0,0.46875,190.1,170
19032,0,0.46875,211.7,215
19033,0,0.46875,237.8,260
19034,0,0.375,260.1,225
19035,0,0.375,274.2,140
19036,0,0.46875,279.9,55
19037,0,0.5625,286.5,65
19038,0,0.78125,295.3,90
19039,0,0.78125,305.5,100
19040,0,0.78125,315.5,100
19041,0,0.78125,325.6,100
19042,0,0.78125,336.4,110
19043,0,0.5625,348.5,120
19044,0,0.5625,362.2,135
19045,0,0.46875,376.1,140
19046,0,0.46875,387.9,120
19047,0,0.375,394.8,70
19048,0,0.28125,401.6,70
19049,0,0.5625,406.7,50
19050,0,0.5625,410,35
19051,0,0.5625,410.2,0
19052,0,0.65625,409.8,5
19053,0,0.875,409.4,5
19054,0,1.0625,408,15
19055,0,0.96875,407.1,10
19056,0,0.875,405.2,20
19057,0,0.78125,402.8,25
19058,0,0.65625,401.1,15
19059,0,0.65625,399.5,15
19060,0,0.5625,396.5,30
19061,0,0.65625,392.8,35
19062,0,0.65625,389.1,35
19063,0,0.5625,384.5,45
19064,0,0.65625,378.6,60
19065,0,0.65625,368.4,100
19066,0,0.65625,355.2,130
19067,0,0.96875,340.9,145
19068,0,-0.09375,2.9,10
19069,0,-0.1875,4,10
19070,0,-0.28125,4.3,5
19071,0,-0.09375,4,0
19072,0,-0.09375,12.9,0
19073,0,-0.09375,13,0
19074,0,0,12.6,5
19075,0,0,6.9,5
19076,0,0,8.1,10
19077,0,0.1875,12.9,5
19078,0.3,0.5625,13,0
19079,0.3,0.375,13.4,5
19080,0.3,0.09375,14.8,5
19081,0.3,0.09375,15.3,5
19082,0.3,0.09375,15.9,5
19083,0.3,0.09375,16,0
19084,0.3,0.375,1.6,15
19085,0.3,0.46875,2.6,10
19086,0.3,0.46875,4,15
19087,0.3,0.28125,5.5,15
19088,0.3,0.46875,6.5,10
19089,0.3,0.5625,6.5,0
19090,0.3,0,15.2,0
19091,0.3,0,15.3,0
